1.92858,-9.57443,-2.39429,2.56879,3.49209,2.36143,1.40525,1.60301,1.26989,10.6573,0,0,0,2,3,10,29,24,19,9,3,0,0,3,0,11,13,30,22,14,5,1,0,4,4,5,2,8,38,27,8,2,1,
1.86336,-9.48028,-2.32045,2.45506,3.82669,2.89498,1.39967,1.67238,1.44288,10.6757,0,0,0,3,4,7,14,18,23,15,10,5,0,3,4,8,10,17,33,10,10,3,1,11,1,5,5,18,36,15,6,1,1,
1.9273,-9.64749,-2.37125,2.38114,3.78373,3.02029,1.42522,1.70796,1.42395,10.7407,0,0,0,3,7,16,15,9,18,13,7,9,2,2,5,9,9,13,26,18,9,7,1,1,5,3,4,2,9,43,22,5,5,
1.86434,-9.85049,-2.28063,2.41345,4.08163,3.03345,1.40919,1.80334,1.40841,10.9496,0,0,0,1,2,7,19,16,15,16,6,8,9,3,3,11,8,7,14,28,6,9,10,4,3,2,4,4,31,37,7,5,2,
1.77442,-9.39026,-2.47775,2.35865,4.4393,3.26231,1.3718,1.86107,1.48218,10.5926,0,0,0,3,5,15,20,16,18,3,5,11,3,5,3,11,4,7,18,19,14,7,11,4,5,4,2,3,24,41,11,3,2,
1.91897,-9.60954,-2.63416,2.59946,3.98856,3.0387,1.47981,1.78205,1.45993,10.7863,0,0,0,2,6,7,17,15,14,8,13,11,6,2,5,9,8,9,20,20,8,11,7,2,3,6,3,1,14,40,23,7,0,

2.05802,-8.47442,-3.0229,5.43789,8.72767,4.39043,2.06445,2.72223,1.83114,12.9029,0,0,0,4,2,14,15,20,22,9,4,6,3,27,6,7,15,13,9,9,8,3,2,10,18,34,16,12,5,4,0,0,0,
2.06587,-7.68253,-2.33594,7.12256,9.14817,6.74292,2.36173,2.79773,2.29529,14.3241,0,0,0,2,2,12,13,17,23,17,8,1,4,25,6,12,11,6,19,8,5,3,4,3,2,25,28,15,4,10,5,4,1,
1.77275,-7.36146,-2.03164,6.69736,9.22178,6.19189,2.2941,2.79031,2.21052,13.7199,0,0,0,3,10,13,16,23,13,13,3,3,1,26,4,9,13,11,14,10,4,4,4,2,6,22,26,17,9,6,5,5,1,
2.19277,-8.28201,-2.40283,7.00359,9.38213,7.57135,2.35424,2.87094,2.37791,15.0642,0,0,0,2,1,13,11,27,16,13,12,1,1,30,9,9,5,11,15,10,4,2,4,2,2,1,8,38,21,7,10,6,2,
1.76451,-7.4659,-1.65605,6.85802,9.49144,7.22442,2.36607,2.86752,2.38738,14.4157,0,0,0,1,8,18,13,19,18,8,8,5,1,26,7,8,8,11,10,13,6,3,7,2,0,3,7,30,21,13,14,5,4,
1.90582,-7.42236,-3.00956,7.45034,9.9602,6.75929,2.45749,2.96274,2.20994,14.9128,0,0,0,1,1,7,17,12,20,18,20,0,0,30,10,9,5,20,12,5,5,3,0,2,0,5,10,41,19,9,7,2,2,

2.2674,-9.59208,-2.80333,2.63909,3.88265,2.48331,1.42699,1.74236,1.36349,11.0045,0,0,0,1,0,5,9,11,25,26,18,4,0,4,4,5,6,14,21,16,16,10,3,3,3,12,11,31,24,13,1,1,0,
2.17482,-8.95867,-3.90717,1.66159,3.5008,2.32965,1.10416,1.64147,1.32212,10.5577,0,0,0,3,10,15,38,19,14,0,0,0,0,2,0,4,7,15,29,14,9,12,7,1,1,0,0,12,14,27,38,6,0,
2.05557,-9.44743,-3.34466,1.56104,2.94031,1.78752,1.16024,1.47792,1.17338,10.5978,0,0,0,2,1,6,9,19,13,6,16,19,8,1,1,4,4,19,24,25,7,8,6,1,0,2,6,3,18,15,42,12,0,
2.10882,-8.69536,-3.77634,1.34886,3.13295,2.11458,1.04241,1.56492,1.29692,10.1709,0,0,0,2,2,12,16,27,14,17,9,0,0,2,0,2,3,9,23,23,13,13,11,1,0,1,0,9,5,12,14,35,22,
1.95584,-8.91562,-4.06368,1.53479,3.47983,2.20678,1.0785,1.64379,1.31793,10.4677,0,0,0,2,2,10,31,30,12,11,0,1,0,2,2,2,5,6,16,25,13,10,18,1,1,0,1,11,11,22,20,27,5,
2.46461,-9.38487,-3.44694,1.5272,3.07205,1.74383,1.10137,1.49605,1.1459,10.6441,0,0,0,2,3,4,15,19,22,16,11,5,2,2,0,2,8,10,23,27,16,5,6,2,0,4,2,8,15,17,38,11,2,

1.75117,-9.1853,-3.95198,1.51304,2.40487,1.67374,1.07953,1.31284,1.18259,10.4091,0,0,0,2,4,7,12,19,27,16,9,0,3,1,2,2,2,5,7,8,40,20,12,1,2,8,24,16,13,20,10,3,2,
2.05714,-9.02496,-4.01131,1.39779,2.21543,1.65451,1.07759,1.31647,1.19835,10.3389,0,0,0,3,8,14,14,15,21,17,5,2,0,1,1,1,4,11,9,17,27,21,7,2,4,11,19,15,6,17,15,7,3,
2.27348,-9.26375,-3.73565,1.33957,2.44603,1.73442,1.0109,1.35436,1.20462,10.4738,0,0,0,6,6,13,17,29,22,3,1,0,2,1,1,0,2,7,9,9,24,32,14,7,10,20,13,14,14,12,7,1,1,
2.00458,-9.10008,-3.9662,1.47485,2.72612,1.48291,1.05279,1.40187,1.10159,10.3514,0,0,0,4,7,10,35,23,14,4,2,0,0,2,1,1,3,4,10,15,37,19,7,5,8,10,23,16,16,15,5,1,0,
2.409,-9.1293,-4.03838,1.85694,2.8686,1.61424,1.18367,1.50864,1.15303,10.5386,0,0,0,9,18,15,28,18,7,2,0,1,1,3,3,2,10,4,9,9,32,21,6,3,5,10,23,16,11,18,7,4,2,
2.14864,-9.25365,-3.38545,2.20352,3.85723,2.30305,1.26567,1.71263,1.29318,10.623,0,0,0,2,2,3,8,13,28,28,10,4,1,5,5,5,20,27,25,11,1,0,0,3,6,11,27,27,21,2,1,1,0,

7.20906,-0.847589,-8.06685,0.082519,0.0572032,0.0785036,0.24137,0.205316,0.250067,10.8525,0,0,0,5,32,33,14,6,6,3,0,0,0,4,5,18,30,23,15,2,1,1,0,6,20,22,21,7,8,8,3,4,0,
7.15993,-0.841018,-8.11177,0.049383,0.0386118,0.04286,0.189825,0.17166,0.181171,10.8525,0,0,0,2,2,1,16,19,34,15,7,1,2,4,4,6,24,28,15,13,5,0,0,2,0,2,11,20,22,22,13,7,0,
7.15434,-0.836311,-8.12393,0.0250183,0.0280504,0.0347577,0.142188,0.147443,0.164083,10.8574,0,0,0,2,3,7,8,15,30,14,7,6,5,2,1,1,16,13,30,22,6,6,1,1,4,12,23,29,12,3,10,3,2,
7.14797,-0.837782,-8.13118,0.025266,0.0233413,0.0332091,0.140857,0.135318,0.162359,10.8588,0,0,0,4,5,21,14,17,25,7,5,1,0,6,6,5,12,19,19,13,11,2,5,1,1,4,3,12,23,9,27,9,6,
7.1414,-0.832585,-8.13364,0.0332439,0.0328633,0.0333138,0.161511,0.160719,0.160169,10.8559,0,0,0,1,1,1,13,13,21,24,19,3,3,1,1,7,14,8,26,21,10,9,1,2,4,4,14,24,23,16,9,3,0,
7.12787,-0.829741,-8.15394,0.0279351,0.0324923,0.0330952,0.148873,0.15423,0.165618,10.862,0,0,0,1,10,10,9,33,11,14,7,4,0,4,5,14,29,29,9,6,2,1,0,6,9,4,17,9,22,11,19,1,1,

1.92828,-9.49401,-2.71919,0.192948,0.111617,0.127026,0.379092,0.287271,0.311448,10.065,0,0,0,1,3,4,2,14,19,27,14,10,4,6,5,13,32,19,15,6,1,2,0,5,3,3,7,14,23,18,12,10,4,
2.14648,-9.45292,-2.74184,0.0879245,0.0593484,0.0720518,0.269692,0.218213,0.242957,10.0746,0,0,0,4,5,8,11,15,15,20,14,7,0,2,5,13,15,19,17,16,6,4,2,2,4,15,16,23,16,9,8,5,1,
2.14373,-9.45292,-2.76077,0.051762,0.0547462,0.0556562,0.205254,0.207554,0.214926,10.0788,0,0,0,4,7,10,25,12,14,14,8,3,1,2,1,9,17,4,25,24,6,9,2,2,4,6,13,13,18,16,15,6,6,
2.05508,-9.47185,-2.7437,0.0488627,0.061821,0.060541,0.193934,0.223568,0.221833,10.0735,0,0,0,1,3,4,13,9,28,25,7,6,2,2,2,6,8,25,20,14,17,4,1,5,7,14,9,17,23,17,2,5,0,
2.08627,-9.46352,-2.75027,0.064196,0.050033,0.0623378,0.22542,0.198833,0.22088,10.0739,0,0,0,2,0,9,12,16,19,23,12,4,2,1,2,4,15,13,24,22,14,3,1,4,3,6,13,10,33,12,9,6,3,
2.15217,-9.44322,-2.80353,0.0697089,0.06029,0.0565271,0.235854,0.222865,0.211059,10.0834,0,0,0,3,5,12,20,21,21,13,2,2,0,2,6,11,19,16,16,16,7,4,2,7,5,17,9,23,19,8,5,4,2,

5.22135,-4.47566,-8.33448,1.18534,2.299,1.37961,0.955515,1.44086,1.08839,11.1674,0,0,0,5,5,3,4,4,9,18,34,11,6,10,9,9,9,8,3,12,12,13,14,3,5,20,16,12,8,11,8,7,9,
5.07357,-4.21843,-8.72664,1.45828,1.39309,1.64063,1.08984,1.05734,1.11718,11.0584,0,0,0,1,2,8,14,22,16,12,15,6,3,2,6,10,16,22,21,12,8,2,0,1,4,3,13,27,24,19,3,3,2,
4.9604,-4.25922,-8.80529,0.958532,1.03343,1.04865,0.833157,0.908549,0.906368,11.0233,0,0,0,1,2,4,5,13,36,22,7,6,3,1,5,10,19,22,19,12,9,1,1,8,15,19,17,22,7,7,3,0,1,
4.64188,-4.97433,-8.4094,0.634894,0.882478,0.780447,0.71388,0.854262,0.792609,10.8473,0,0,0,2,4,7,20,21,15,16,8,3,3,2,6,12,14,17,15,13,13,5,2,1,6,16,19,23,24,7,2,1,0,
4.57627,-5.19154,-8.43578,0.881357,1.13687,0.941935,0.853939,0.968626,0.881424,10.9687,0,0,0,4,8,10,15,11,21,18,9,2,1,2,0,5,13,13,14,20,18,10,4,3,7,17,16,19,13,13,7,3,1,
4.44408,-5.23028,-8.3484,1.14834,1.10796,1.09896,0.962922,0.926014,0.926666,10.8894,0,0,0,5,4,7,14,19,16,17,11,4,2,2,2,5,11,16,21,30,7,4,1,1,5,8,19,23,22,12,5,2,2,

