1.26094,-9.71025,-2.53355,2.35206,2.84638,2.51092,1.37855,1.46911,1.32637,10.6798,0,0,0,1,3,4,12,21,20,18,12,8,0,2,1,2,10,17,27,20,14,5,1,5,7,3,6,26,31,13,4,2,2,
1.56808,-9.56188,-1.98957,2.31134,2.37875,2.14533,1.36225,1.32735,1.18331,10.3696,0,0,0,1,6,6,15,14,22,17,9,7,2,2,2,9,9,12,35,10,9,4,7,3,4,4,2,44,34,8,0,0,0,
1.91465,-9.98847,-2.02958,2.74589,2.96509,2.75709,1.46846,1.48407,1.37279,11.0236,0,0,0,2,2,1,10,16,24,15,14,13,2,3,2,9,12,14,38,10,5,5,1,5,5,3,6,31,40,7,1,1,0,
1.94387,-9.50912,-2.20826,2.19963,2.94371,2.61787,1.31915,1.43643,1.36554,10.4832,0,0,0,3,3,5,16,13,22,16,12,3,6,3,0,0,5,9,18,34,14,6,10,3,7,4,6,16,39,19,3,2,0,
2.38576,-9.68152,-2.26622,3.10761,3.45322,2.88011,1.56811,1.61974,1.40801,10.9794,0,0,0,4,1,16,18,20,18,13,6,1,2,2,1,6,12,16,28,12,9,12,1,5,5,3,8,21,44,6,4,2,1,
2.64485,-9.48578,-2.12392,2.83165,3.18912,2.55886,1.51464,1.52058,1.30008,10.6915,0,0,0,3,12,14,19,16,13,12,6,2,2,2,1,6,7,16,41,10,8,8,0,3,7,1,6,34,44,3,0,1,0,

3.11489,-8.15256,-2.58307,6.66632,9.02072,5.23029,2.27971,2.78452,1.94023,13.6574,0,0,0,5,11,12,8,24,22,5,6,2,4,27,6,11,13,6,8,14,6,6,2,1,3,12,39,21,10,6,4,2,1,
4.23275,-7.52876,-2.40655,8.97997,9.06595,6.69454,2.68457,2.80532,2.19819,15.1277,0,0,0,1,2,7,12,9,19,19,8,9,8,24,9,9,9,9,11,12,8,4,4,1,0,2,10,38,23,12,3,5,3,
3.43115,-7.5623,-1.65811,8.93851,9.63131,7.27959,2.71433,2.93047,2.33263,15.5371,0,0,0,1,3,12,8,11,13,22,10,12,3,26,10,11,4,5,12,14,7,5,5,1,0,4,12,26,26,9,9,4,4,
3.92982,-7.72519,-3.02643,7.70379,9.33458,6.98074,2.45533,2.8868,2.19877,14.9751,0,0,0,1,1,5,10,10,20,25,12,11,2,27,7,12,5,4,16,12,8,3,5,2,1,2,11,33,27,9,6,5,1,
2.48412,-7.85601,-2.3279,8.23657,9.16083,7.86193,2.6045,2.83382,2.44338,15.4631,0,0,0,1,0,13,14,9,14,24,14,5,2,23,13,9,7,10,10,9,11,4,3,2,0,6,13,24,26,10,6,6,4,
2.67604,-7.08756,-1.71813,7.35175,9.58385,6.33296,2.40071,2.88232,2.23122,14.2522,0,0,0,8,9,6,11,22,19,10,9,2,1,27,4,11,6,10,17,12,4,2,6,9,8,27,22,11,5,8,1,6,0,

1.19612,-8.9672,-4.29276,1.30539,3.00119,2.32464,1.02622,1.5112,1.38738,10.4873,0,0,0,2,2,6,24,18,17,16,13,1,0,1,1,4,4,8,20,28,14,18,1,2,9,7,7,10,15,29,15,3,2,
1.57024,-9.02378,-4.07123,1.43722,2.55147,2.17602,1.09008,1.41963,1.34003,10.4668,0,0,0,3,1,5,8,15,10,16,14,17,10,3,2,9,7,20,21,10,10,7,10,1,5,4,7,11,9,18,33,8,3,
1.55406,-8.91748,-4.16567,1.58412,2.94704,2.54868,1.14441,1.45839,1.39743,10.4776,0,0,0,3,5,13,14,19,12,19,9,4,1,2,0,2,2,8,9,39,11,12,14,3,2,3,8,6,14,23,27,12,1,
1.76255,-8.8352,-4.09781,1.62063,3.02211,2.10187,1.11723,1.48393,1.33367,10.3853,0,0,0,3,2,15,17,23,26,8,3,1,1,2,1,1,2,7,17,33,11,11,14,1,3,4,13,12,15,12,21,16,2,
1.97261,-8.98524,-4.352,1.3621,3.33408,2.57285,1.07929,1.55478,1.38258,10.6435,0,0,0,1,0,4,11,19,13,17,24,8,2,3,1,1,6,6,25,28,9,11,9,1,0,0,2,4,4,21,21,42,4,
1.82188,-8.78529,-4.00817,1.60343,2.91357,2.48678,1.15598,1.44788,1.39618,10.3498,0,0,0,2,4,16,12,15,15,17,13,4,1,2,0,0,4,5,17,36,16,7,12,1,1,3,3,10,22,19,28,12,0,

1.92887,-9.20521,-3.82822,1.5058,2.42342,1.75416,1.07481,1.33933,1.20386,10.4098,0,0,0,1,0,4,10,10,22,29,17,3,3,1,1,1,7,8,7,28,28,18,0,4,6,13,17,12,19,16,8,4,0,
2.28485,-9.14951,-3.86392,1.43805,2.6383,1.60161,1.03061,1.42004,1.14287,10.406,0,0,0,2,6,16,29,33,7,5,1,0,0,1,0,1,6,5,9,8,23,32,14,2,9,16,23,17,14,9,6,3,0,
1.83061,-9.28847,-3.51009,2.05608,2.91755,2.03131,1.22503,1.49959,1.24242,10.4777,0,0,0,2,1,1,12,14,32,23,12,1,1,1,1,1,7,8,13,28,16,20,4,1,1,4,4,12,23,23,26,2,3,
2.31015,-9.20001,-3.67798,1.69037,3.06857,1.94096,1.15658,1.53661,1.23134,10.4941,0,0,0,2,4,14,10,19,26,17,3,2,2,2,3,3,5,5,9,7,35,19,11,7,10,19,21,21,15,3,1,1,1,
2.32888,-9.26454,-3.91403,1.81677,3.37701,1.89036,1.19935,1.6171,1.23059,10.6359,0,0,0,6,12,19,22,22,13,3,1,1,0,2,4,1,8,7,10,17,35,8,7,3,4,12,16,24,18,16,4,2,0,
1.82639,-9.39095,-2.86364,2.38991,3.29457,3.117,1.35217,1.5605,1.49678,10.7172,0,0,0,3,3,12,13,27,27,10,3,1,0,2,2,4,5,17,30,19,12,6,2,1,5,10,11,33,32,4,2,1,0,

7.33243,-0.818071,-7.93162,0.0522704,0.0490564,0.044897,0.196666,0.19456,0.18966,10.8328,0,0,0,3,4,17,22,37,11,2,1,2,0,1,4,6,14,14,29,15,12,4,0,3,1,10,17,16,28,9,11,3,0,
7.3138,-0.833663,-7.95113,0.0282526,0.0287753,0.0396726,0.150445,0.153126,0.174195,10.8356,0,0,0,2,2,8,8,28,14,19,9,8,1,2,2,19,10,12,24,12,13,2,2,2,4,11,22,24,18,14,3,1,0,
7.30997,-0.82925,-7.96241,0.0291933,0.030897,0.0350804,0.152337,0.152491,0.169429,10.8409,0,0,0,3,3,13,7,26,10,26,4,6,1,1,0,2,1,11,21,29,20,9,5,5,6,6,19,20,7,18,9,7,2,
7.29419,-0.82219,-7.97565,0.032198,0.0286824,0.0335523,0.161389,0.152543,0.159032,10.8395,0,0,0,1,4,12,8,21,20,17,10,4,2,1,1,4,11,11,26,24,10,9,2,4,5,16,20,39,9,4,2,0,0,
7.29644,-0.825818,-7.9731,0.0278914,0.0273988,0.0358299,0.140606,0.144453,0.168965,10.8394,0,0,0,1,9,17,33,25,8,5,1,0,0,1,6,14,7,31,29,3,7,1,0,3,1,13,22,17,21,13,5,4,0,
7.28977,-0.826406,-7.97987,0.0252461,0.0232835,0.030608,0.141545,0.13686,0.158693,10.8399,0,0,0,3,8,4,11,3,38,15,5,9,3,1,0,6,7,19,30,15,17,2,2,1,0,12,5,25,19,12,17,8,0,

